event_id,log,source,category,subcategory,description,sample,reference,how_to_collect,sample_type,mitre_techniques,acsc_priority_log,nist_800_53_au,field_schema,group_policy_path,opposite_event_id,cim_mapping
5142,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit File Share,A network share object was added.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5142
Task Category: Audit File Share
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A network share object was added.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Object:
	Object Server:		Security
	Object Type:		File
	Object Name:		D:\Shares\Finance\Q3-Budget.xlsx
	Handle ID:		0x1b34

Process Information:
	Process ID:		0x8f0
	Process Name:		C:\Windows\explorer.exe

Access Request Information:
	Accesses:		READ_CONTROL
				ReadData (or ListDirectory)",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""object"":{""object_server"":""string"",""object_type"":""string"",""object_name"":""path"",""handle_id"":""hex""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""access_request_information"":{""accesses"":""string""}}",,,Endpoint.Filesystem
5143,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit File Share,A network share object was modified.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5143
Task Category: Audit File Share
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A network share object was modified.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Object:
	Object Server:		Security
	Object Type:		File
	Object Name:		D:\Shares\Finance\Q3-Budget.xlsx
	Handle ID:		0x1b34

Process Information:
	Process ID:		0x8f0
	Process Name:		C:\Windows\explorer.exe

Access Request Information:
	Accesses:		READ_CONTROL
				ReadData (or ListDirectory)",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""object"":{""object_server"":""string"",""object_type"":""string"",""object_name"":""path"",""handle_id"":""hex""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""access_request_information"":{""accesses"":""string""}}",,,Endpoint.Filesystem
5144,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit File Share,A network share object was deleted.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5144
Task Category: Audit File Share
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A network share object was deleted.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Object:
	Object Server:		Security
	Object Type:		File
	Object Name:		D:\Shares\Finance\Q3-Budget.xlsx
	Handle ID:		0x1b34

Process Information:
	Process ID:		0x8f0
	Process Name:		C:\Windows\explorer.exe

Access Request Information:
	Accesses:		READ_CONTROL
				ReadData (or ListDirectory)",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""object"":{""object_server"":""string"",""object_type"":""string"",""object_name"":""path"",""handle_id"":""hex""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""access_request_information"":{""accesses"":""string""}}",,,Endpoint.Filesystem
5145,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Detailed File Share,A network share object was checked to see whether the client can be granted the desired access.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5145
Task Category: Audit Detailed File Share
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A network share object was checked to see whether the client can be granted the desired access.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Object:
	Object Server:		Security
	Object Type:		File
	Object Name:		D:\Shares\Finance\Q3-Budget.xlsx
	Handle ID:		0x1b34

Process Information:
	Process ID:		0x8f0
	Process Name:		C:\Windows\explorer.exe

Access Request Information:
	Accesses:		READ_CONTROL
				ReadData (or ListDirectory)",,,illustrative,T1021; T1039; T1080; T1570; T1021.002,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""object"":{""object_server"":""string"",""object_type"":""string"",""object_name"":""path"",""handle_id"":""hex""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""access_request_information"":{""accesses"":""string""}}",,,Endpoint.Filesystem
5148,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Other Object Access Events,The Windows Filtering Platform detected a DoS attack and entered a defensive mode.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5148
Task Category: Audit Other Object Access Events
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform detected a DoS attack and entered a defensive mode.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Object:
	Object Server:		Security
	Object Type:		File
	Object Name:		D:\Shares\Finance\Q3-Budget.xlsx
	Handle ID:		0x1b34

Process Information:
	Process ID:		0x8f0
	Process Name:		C:\Windows\explorer.exe

Access Request Information:
	Accesses:		READ_CONTROL
				ReadData (or ListDirectory)",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""object"":{""object_server"":""string"",""object_type"":""string"",""object_name"":""path"",""handle_id"":""hex""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""access_request_information"":{""accesses"":""string""}}",,,
5149,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Other Object Access Events,The DoS attack has subsided and normal processing is being resumed.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5149
Task Category: Audit Other Object Access Events
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The DoS attack has subsided and normal processing is being resumed.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Object:
	Object Server:		Security
	Object Type:		File
	Object Name:		D:\Shares\Finance\Q3-Budget.xlsx
	Handle ID:		0x1b34

Process Information:
	Process ID:		0x8f0
	Process Name:		C:\Windows\explorer.exe

Access Request Information:
	Accesses:		READ_CONTROL
				ReadData (or ListDirectory)",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""object"":{""object_server"":""string"",""object_type"":""string"",""object_name"":""path"",""handle_id"":""hex""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""access_request_information"":{""accesses"":""string""}}",,,
5150,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,The Windows Filtering Platform blocked a packet.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5150
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform blocked a packet.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,,Network_Traffic
5151,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,A more restrictive Windows Filtering Platform filter has blocked a packet.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5151
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A more restrictive Windows Filtering Platform filter has blocked a packet.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,,Network_Traffic
5152,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Packet Drop,The Windows Filtering Platform blocked a packet.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5152
Task Category: Audit Filtering Platform Packet Drop
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform blocked a packet.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,,Network_Traffic
5153,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Packet Drop,A more restrictive Windows Filtering Platform filter has blocked a packet.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5153
Task Category: Audit Filtering Platform Packet Drop
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
A more restrictive Windows Filtering Platform filter has blocked a packet.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,,Network_Traffic
5154,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,The Windows Filtering Platform permitted an application or service to listen on a port for incoming connections.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5154
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform permitted an application or service to listen on a port for incoming connections.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,T1008; T1011; T1018; T1020; T1021; T1029; T1030; T1041; T1047; T1048; T1090; T1102; T1104; T1105; T1114; T1176; T1189; T1197; T1204; T1205; T1218; T1219; T1221; T1496; T1542; T1568; T1571; T1572; T1602; T1612; T1011.001; T1020.001; T1021.001; T1021.002; T1021.003; T1021.004; T1021.005; T1021.006; T1048.001; T1048.002; T1048.003; T1090.001; T1090.002; T1090.003; T1102.002; T1102.003; T1114.002; T1204.001; T1205.001; T1218.003; T1218.005; T1218.007; T1218.010; T1542.005; T1568.001; T1568.002; T1602.001; T1602.002,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,5155,Endpoint.Ports
5155,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,The Windows Filtering Platform blocked an application or service from listening on a port for incoming connections.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5155
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform blocked an application or service from listening on a port for incoming connections.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,T1008; T1011; T1018; T1020; T1021; T1029; T1030; T1041; T1047; T1048; T1090; T1102; T1104; T1105; T1114; T1176; T1189; T1197; T1204; T1205; T1218; T1219; T1221; T1496; T1542; T1568; T1571; T1572; T1602; T1612; T1011.001; T1020.001; T1021.001; T1021.002; T1021.003; T1021.004; T1021.005; T1021.006; T1048.001; T1048.002; T1048.003; T1090.001; T1090.002; T1090.003; T1102.002; T1102.003; T1114.002; T1204.001; T1205.001; T1218.003; T1218.005; T1218.007; T1218.010; T1542.005; T1568.001; T1568.002; T1602.001; T1602.002,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,5154,Network_Traffic
5156,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,The Windows Filtering Platform allowed a connection.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5156
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform allowed a connection.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,T1008; T1011; T1018; T1020; T1021; T1029; T1030; T1041; T1047; T1048; T1090; T1102; T1104; T1105; T1114; T1176; T1189; T1197; T1204; T1205; T1218; T1219; T1221; T1496; T1542; T1568; T1571; T1572; T1602; T1612; T1011.001; T1020.001; T1021.001; T1021.002; T1021.003; T1021.004; T1021.005; T1021.006; T1048.001; T1048.002; T1048.003; T1090.001; T1090.002; T1090.003; T1102.002; T1102.003; T1114.002; T1204.001; T1205.001; T1218.003; T1218.005; T1218.007; T1218.010; T1542.005; T1568.001; T1568.002; T1602.001; T1602.002,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,5157,Network_Traffic
5157,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,The Windows Filtering Platform blocked a connection.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5157
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform blocked a connection.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,T1008; T1011; T1018; T1020; T1021; T1029; T1030; T1041; T1047; T1048; T1090; T1102; T1104; T1105; T1114; T1176; T1189; T1197; T1204; T1205; T1218; T1219; T1221; T1496; T1542; T1568; T1571; T1572; T1602; T1612; T1011.001; T1020.001; T1021.001; T1021.002; T1021.003; T1021.004; T1021.005; T1021.006; T1048.001; T1048.002; T1048.003; T1090.001; T1090.002; T1090.003; T1102.002; T1102.003; T1114.002; T1204.001; T1205.001; T1218.003; T1218.005; T1218.007; T1218.010; T1542.005; T1568.001; T1568.002; T1602.001; T1602.002,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,5156,Network_Traffic
5158,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,The Windows Filtering Platform permitted a bind to a local port.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5158
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform permitted a bind to a local port.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,T1008; T1011; T1018; T1020; T1021; T1029; T1030; T1041; T1047; T1048; T1090; T1102; T1104; T1105; T1114; T1176; T1189; T1197; T1204; T1205; T1218; T1219; T1221; T1496; T1542; T1568; T1571; T1572; T1602; T1612; T1011.001; T1020.001; T1021.001; T1021.002; T1021.003; T1021.004; T1021.005; T1021.006; T1048.001; T1048.002; T1048.003; T1090.001; T1090.002; T1090.003; T1102.002; T1102.003; T1114.002; T1204.001; T1205.001; T1218.003; T1218.005; T1218.007; T1218.010; T1542.005; T1568.001; T1568.002; T1602.001; T1602.002,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,5159,Endpoint.Ports
5159,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit Filtering Platform Connection,The Windows Filtering Platform blocked a bind to a local port.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5159
Task Category: Audit Filtering Platform Connection
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
The Windows Filtering Platform blocked a bind to a local port.

Application Information:
	Process ID:		2184
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Direction:		Inbound
	Source Address:		10.20.40.142
	Source Port:		52344
	Destination Address:	10.20.10.5
	Destination Port:	445
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	68142
	Layer Name:		Receive/Accept
	Layer Run-Time ID:	44",,,illustrative,T1008; T1011; T1018; T1020; T1021; T1029; T1030; T1041; T1047; T1048; T1090; T1102; T1104; T1105; T1114; T1176; T1189; T1197; T1204; T1205; T1218; T1219; T1221; T1496; T1542; T1568; T1571; T1572; T1602; T1612; T1011.001; T1020.001; T1021.001; T1021.002; T1021.003; T1021.004; T1021.005; T1021.006; T1048.001; T1048.002; T1048.003; T1090.001; T1090.002; T1090.003; T1102.002; T1102.003; T1114.002; T1204.001; T1205.001; T1218.003; T1218.005; T1218.007; T1218.010; T1542.005; T1568.001; T1568.002; T1602.001; T1602.002,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""application_information"":{""process_id"":""integer"",""application_name"":""path""},""network_information"":{""direction"":""string"",""source_address"":""ip"",""source_port"":""integer"",""destination_address"":""ip"",""destination_port"":""integer"",""protocol"":""integer""},""filter_information"":{""filter_run-time_id"":""integer"",""layer_name"":""string"",""layer_run-time_id"":""integer""}}",,5158,Network_Traffic
5168,Security,Microsoft-Windows-Security-Auditing,Object Access,Audit File Share,SPN check for SMB/SMB2 failed.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5168
Task Category: Audit File Share
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
SPN check for SMB/SMB2 failed.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1231
	Account Name:		j.doe
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Object:
	Object Server:		Security
	Object Type:		File
	Object Name:		D:\Shares\Finance\Q3-Budget.xlsx
	Handle ID:		0x1b34

Process Information:
	Process ID:		0x8f0
	Process Name:		C:\Windows\explorer.exe

Access Request Information:
	Accesses:		READ_CONTROL
				ReadData (or ListDirectory)",,,illustrative,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""object"":{""object_server"":""string"",""object_type"":""string"",""object_name"":""path"",""handle_id"":""hex""},""process_information"":{""process_id"":""hex"",""process_name"":""path""},""access_request_information"":{""accesses"":""string""}}",,,Endpoint.Filesystem
5376,Security,Microsoft-Windows-Security-Auditing,Account Management,Audit User Account Management,Credential Manager credentials were backed up.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5376
Task Category: Audit User Account Management
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
Credential Manager credentials were backed up.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1105
	Account Name:		admin.jsmith
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Target Account:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1442
	Account Name:		svc-backup
	Account Domain:		CORP",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""target_account"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string""}}",,,Change.Account_Management
5377,Security,Microsoft-Windows-Security-Auditing,Account Management,Audit User Account Management,Credential Manager credentials were restored from a backup.,"Log Name:      Security
Source:        Microsoft-Windows-Security-Auditing
Event ID:      5377
Task Category: Audit User Account Management
Level:         Information
Keywords:      Audit Success
User:          N/A
Computer:      DC01.corp.local
Description:
Credential Manager credentials were restored from a backup.

Subject:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1105
	Account Name:		admin.jsmith
	Account Domain:		CORP
	Logon ID:		0x3E7F21

Target Account:
	Security ID:		S-1-5-21-3623811015-3361044348-30300820-1442
	Account Name:		svc-backup
	Account Domain:		CORP",,,illustrative,,Yes,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""task_category"":""string"",""level"":""enum"",""keywords"":""string"",""user"":""string"",""computer"":""string"",""description"":""string""},""subject"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string"",""logon_id"":""hex""},""target_account"":{""security_id"":""sid"",""account_name"":""string"",""account_domain"":""string""}}",,,Change.Account_Management
